AR Ref Nbr,Days Past Due,Aging Bucket,AR Doc Type,PF Ref Nbr,Post Date,Status,Terms,Due Date,Amount,Retainage,Open Balance,Unreleased Retainage,Released Retainage,Date Payment Received,Branch ID,Branch,Customer ID,Customer Name,Sales Rep,Service,Warranty,Project ID,Project Start Date,Project Stage,Billing Stage,Substantial Completion Date,Project Site Address 1,Project Site Address 2,Project Site City,Project Site State,Project Site Zip Code,Site = Default Billing,Billing Email,Customer Default Payment Type,Parent Account ID,Retainage Document,Billing Address 1,Billing Address 2,Billing City,Billing State,Billing Zip Code,Invoice Created By
AR003820,,,Invoice,PF001634,08/07/2025,Closed,NET30,09/06/2025,693.88,0.00,0.00,0.00,0.00,08/19/2025,11125,RRA National LLC,BA002301,161863 Bear Property Management,Brian Gallagher,TRUE,,PR00051810,08/01/2025,Complete/Job Ready to Cost,Billed in Full,,"5200 Washington Ave, Racine, WI 53406",,Racine,WI,53406,TRUE,ap@bearproperty.com,CHECK,,FALSE,4015 80th St,,Kenosha,WI,53142,Khary Penebaker
AR003819,,,Invoice,PF001633,08/06/2025,Closed,NET 5,08/11/2025,"3,474.67",0.00,0.00,0.00,0.00,08/12/2025,11100,"Milwaukee, WI",BA021604,Toolrite Manufacturing Co,Steven Krause,,,PR00051248,06/06/2025,Complete/Job Ready to Cost,,,16400 W Lincoln Ave,,New Berlin,WI,53151,TRUE,,CHECK,,FALSE,16400 W Lincoln Ave,,New Berlin,WI,53151,Khary Penebaker
AR003817,,,Invoice,PF001631,08/06/2025,Closed,NET30,09/05/2025,0.00,0.00,0.00,0.00,0.00,08/06/2025,11100,"Milwaukee, WI",BA008738,167471 ROOF CONNECT,Khary Penebaker,TRUE,TRUE,PR00051070,05/23/2025,Complete/Job Ready to Cost,,,445 Route 206 Montague NJ 7827,,Montague,NJ,7827,TRUE,,CHECK,,FALSE,44 Grant 65,,Sheridan,AR,72150,Khary Penebaker
AR003816,,,Invoice,PF001630,08/06/2025,Open,NET 5,08/11/2025,278.20,0.00,278.20,0.00,0.00,,11100,"Milwaukee, WI",BA023490,Accurate Roof Management,Khary Penebaker,,,PR00051844,08/05/2025,Complete/Job Ready to Cost,,,"626 Pine St, Unit D Hartford, WI 53027",,,,,TRUE,dillyn@accurateroofmanagement.com,CHECK,,FALSE,"626 Pine St, Unit D Hartford, WI 53027",,,,,Khary Penebaker
AR003815,,,Invoice,PF001629,08/06/2025,Open,NET30,09/05/2025,"1,000.00",0.00,"1,000.00",0.00,0.00,,11125,RRA National LLC,BA008738,167471 ROOF CONNECT,Khary Penebaker,TRUE,,PR00051784,07/30/2025,Complete/Job Ready to Cost,,,1734 North Spring Street Beaver Dam WI,,Beaver Dam,WI,53916,TRUE,,CHECK,,FALSE,44 Grant 65,,Sheridan,AR,72150,Khary Penebaker
AR003814,,,Invoice,PF001628,08/05/2025,Open,NET30,09/04/2025,400.00,0.00,400.00,0.00,0.00,,11125,RRA National LLC,BA011910,169866 NORTH AMERICAN REPAIRS,Khary Penebaker,TRUE,,PR00051807,07/31/2025,Complete/Job Ready to Cost,,,"1230 South Main Street  West Bend, WI 53095",,West Bend,WI,53095,TRUE,,FEDWIRE,,FALSE,"18795 W Bluemound Rd, Brookfield, WI 53045",,"Brookfield,",WI,53045,Khary Penebaker
AR003813,,,Invoice,PF001627,08/05/2025,Open,NET30,09/04/2025,"1,361.64",0.00,"1,361.64",0.00,0.00,,11100,"Milwaukee, WI",BA002117,162035 Roth Brothers Inc,Khary Penebaker,TRUE,,PR00051225,06/05/2025,Complete/Job Ready to Cost,,,"290 SPRINGFIELD AVE, NEWARK, NJ 07103-9998",,Newark,NJ,7103,TRUE,,CHECK,,FALSE,3821 Crum Rd,,Youngstown,OH,44515,Khary Penebaker
AR003811,,,Invoice,PF001626,08/05/2025,Open,NET 5,08/10/2025,"4,469.93",0.00,86.48,0.00,0.00,,11100,"Milwaukee, WI",BA023490,Accurate Roof Management,Khary Penebaker,,,PR00051632,07/14/2025,Complete/Job Ready to Cost,,,"626 Pine St, Unit D Hartford, WI 53027",,,,,TRUE,dillyn@accurateroofmanagement.com,CHECK,,FALSE,"626 Pine St, Unit D Hartford, WI 53027",,,,,Khary Penebaker
AR003810,,,Invoice,PF001625,08/05/2025,Closed,NET 5,08/10/2025,"1,611.69",0.00,0.00,0.00,0.00,08/07/2025,11100,"Milwaukee, WI",BA023490,Accurate Roof Management,Khary Penebaker,,,PR00051679,07/17/2025,Complete/Job Ready to Cost,,,"626 Pine St, Unit D Hartford, WI 53027",,,,,TRUE,dillyn@accurateroofmanagement.com,CHECK,,FALSE,"626 Pine St, Unit D Hartford, WI 53027",,,,,Khary Penebaker
AR003809,,,Invoice,,08/05/2025,Open,NET 5,09/05/2025,120.02,0.00,120.02,0.00,0.00,,11100,"Milwaukee, WI",BA023596,Wisconsin Roofing LLC,Khary Penebaker,,,X,,,,,"N60 W14459 Kaul Ave. Menomonee Falls, WI 53051",,Menomonee Falls,WI,53051,TRUE,jim@mywisconsinroof.com,CHECK,,FALSE,"N60 W14459 Kaul Ave. Menomonee Falls, WI 53051",,Menomonee Falls,WI,53051,Benjamin Beyersdorf
AR003808,,,Invoice,PF001624,08/05/2025,Open,NET 5,09/05/2025,"1,519.18",0.00,"1,519.18",0.00,0.00,,11100,"Milwaukee, WI",BA023596,Wisconsin Roofing LLC,Khary Penebaker,,,PR00051808,07/31/2025,Complete/Job Ready to Cost,,,"N60 W14459 Kaul Ave. Menomonee Falls, WI 53051",,Menomonee Falls,WI,53051,TRUE,jim@mywisconsinroof.com,CHECK,,FALSE,"N60 W14459 Kaul Ave. Menomonee Falls, WI 53051",,Menomonee Falls,WI,53051,Benjamin Beyersdorf
AR003807,,,Invoice,PF001623,08/04/2025,Open,NET30,09/03/2025,"11,906.57","1,190.66","10,715.91","1,190.66",0.00,,11100,"Milwaukee, WI",BA021654,1612230 HACM,Khary Penebaker,,,PR00051543,06/30/2025,Complete/Job Ready to Cost,,,"6221 W Lincoln Creek Dr, Milwaukee, WI 53218",,"Milwaukee,",WI,53218,TRUE,,CHECK,,FALSE,"2118 N 24th St, Milwaukee, WI 53205",,"Milwaukee,",WI,53205,Khary Penebaker
AR003806,,,Invoice,PF001622,08/04/2025,Open,NET30,09/03/2025,900.00,0.00,900.00,0.00,0.00,,11125,RRA National LLC,BA008738,167471 ROOF CONNECT,Khary Penebaker,TRUE,,PR00051789,07/30/2025,Job Complete,,,714 Churchill Street Waupaca WI 54981,,Waupaca,WI,54981,TRUE,,CHECK,,FALSE,44 Grant 65,,Sheridan,AR,72150,Khary Penebaker
AR003805,,,Invoice,PF001620,08/04/2025,Open,NET30,09/03/2025,750.00,0.00,750.00,0.00,0.00,,11100,"Milwaukee, WI",BA005075,162065 Johns Manville Roofing Systems,Khary Penebaker,TRUE,,PR00051797,07/31/2025,Complete/Job Ready to Cost,,,"1734 N Spring St Beaver Dam, WI 53916",,Beaver Dam,WI,53916,TRUE,,CHECK,,FALSE,,,Milwaukee,WI,,Khary Penebaker
AR003775,,,Invoice,PF001603,07/31/2025,Open,NET 5,08/05/2025,"10,180.00",0.00,"10,180.00",0.00,0.00,,11100,"Milwaukee, WI",BA023125,University Lake School,Ray Hollnagel,,,PR00051254,07/17/2025,Substantially Complete,,08/02/2025,4024 Nagawicka Rd,,Hartland,WI,53029,TRUE,chris.buday@universitylake.org,CHECK,,FALSE,4024 Nagawicka Rd,,Hartland,WI,53029,Megan Block
AR003774,,,Invoice,PF001602,07/31/2025,Open,NET 5,08/05/2025,"98,914.00",0.00,"98,914.00",0.00,0.00,,11100,"Milwaukee, WI",BA020950,JAX INC,Steven Krause,,,PR00046131,05/12/2025,Job Complete,,,9845 S 57th St,,Franklin,WISCONSIN,53132,TRUE,ap@jax.com,CHECK,,FALSE,W134 N5373 Campbell Dr,,Menomonee Falls,WI,53051,Megan Block
AR003767,,,Invoice,PF001592,08/01/2025,Open,NET30,08/31/2025,"1,310.94",0.00,"1,310.94",0.00,0.00,,11125,RRA National LLC,BA002301,161863 Bear Property Management,Brian Gallagher,TRUE,,PR00051790,07/30/2025,Complete/Job Ready to Cost,Billed in Full,,"11548 W Theo Trecker Way, West Allis, WI 53214",,West Allis,WI,53214,TRUE,ap@bearproperty.com,CHECK,,FALSE,4015 80th St,,Kenosha,WI,53142,Khary Penebaker
AR003763,,,Invoice,PF001589,08/01/2025,Open,RECEIPT,08/01/2025,750.00,0.00,750.00,0.00,0.00,,11125,RRA National LLC,BA004906,NA Pegnato Roofing Intelligence Netwo,Khary Penebaker,TRUE,,PR00051800,07/31/2025,Complete/Job Ready to Cost,,," 7201 South 76th Street  Franklin, WI 53132",,Franklin,WI,53132,TRUE,,CHECK,,FALSE,4307 Roma Ct,,Marina Del Rey,CA,90292,Khary Penebaker
AR003762,,,Invoice,PF001588,07/31/2025,Open,NET30,08/30/2025,"185,400.00","18,540.00","166,860.00","18,540.00",0.00,,11102,"Clifton, NJ",BA022891,Brixmor Pennsylvania,Mike Walsh,,,PR00051258,06/09/2025,,,,918 S Street Rd,,Warminster,PA,18974,TRUE,chris.kennedy@brixmor.com,CHECK,,FALSE,350 Scarlet Rd,,Kennett Square,PA,19348,Megan Block
AR003760,,,Invoice,PF001587,07/31/2025,Closed,NET 5,08/05/2025,"26,716.66",0.00,0.00,0.00,0.00,08/07/2025,11100,"Milwaukee, WI",BA023255,Concrete & Masonry Restoration,Adam Hickmann,,,PR00051714,07/22/2025,Scheduled,,,7290 N Teutonia Ave,,Milwaukee,WI,53209,TRUE,sjanichek@cmscmr.com,CHECK,,FALSE,7290 N Teutonia Ave,,Milwaukee,WI,53209,Megan Block
AR003759,,,Invoice,PF001586,07/31/2025,Open,NET 5,08/05/2025,"22,996.00",0.00,"22,996.00",0.00,0.00,,11100,"Milwaukee, WI",BA021895,United Container Corporation,Steven Krause,,,PR00051754,07/28/2025,Needs to be Scheduled,,,1350 N Elston Ave,,Chicago,IL,60642,TRUE,ben@uccpkg.com,CHECK,,FALSE,1350 N Elston Ave,,Chicago,IL,60642,Megan Block
AR003758,,,Invoice,PF001585,07/31/2025,Open,NET60,09/29/2025,800.00,0.00,800.00,0.00,0.00,,11125,RRA National LLC,BA002066,161996 National Roofing Partners,Khary Penebaker,TRUE,,PR00051742,07/24/2025,Complete/Job Ready to Cost,,,"JCPenney #2866 800 Willard Dr Ashwaubenon, WI 5430",,Ashwaubenon,WI,54304,TRUE,accounting@rlnrp.com,FEDWIRE,,FALSE,621 TX-121 #400,,Coppell,TX,75019,Khary Penebaker
AR003757,,,Invoice,PF001584,07/31/2025,Open,NET60,09/29/2025,"1,200.00",0.00,"1,200.00",0.00,0.00,,11100,"Milwaukee, WI",BA002066,161996 National Roofing Partners,Khary Penebaker,TRUE,,PR00051712,07/22/2025,Complete/Job Ready to Cost,,,"DaVita #975.05 1306 Lincoln St Rhinelander, WI 545",,Rhinelander,WI,54501,TRUE,accounting@rlnrp.com,FEDWIRE,,FALSE,621 TX-121 #400,,Coppell,TX,75019,Khary Penebaker
AR003756,,,Invoice,PF001583,07/31/2025,Open,NET30,08/30/2025,"3,077.00",0.00,"3,077.00",0.00,0.00,,11125,RRA National LLC,BA011910,169866 NORTH AMERICAN REPAIRS,Khary Penebaker,TRUE,,PR00051743,07/24/2025,Complete/Job Ready to Cost,,,"4121 Calumet Avenue Manitowoc, WI 54220",,Manitowoc,WI,54220,TRUE,,FEDWIRE,,FALSE,"18795 W Bluemound Rd, Brookfield, WI 53045",,"Brookfield,",WI,53045,Khary Penebaker
AR003755,,,Invoice,PF001582,07/31/2025,Open,RECEIPT,07/31/2025,"1,000.00",0.00,"1,000.00",0.00,0.00,,11102,"Clifton, NJ",BA004906,NA Pegnato Roofing Intelligence Netwo,Khary Penebaker,TRUE,,PR00051775,07/29/2025,Complete/Job Ready to Cost,,,4307 Roma Ct,,Marina Del Rey,CA,90292,TRUE,,CHECK,,FALSE,4307 Roma Ct,,Marina Del Rey,CA,90292,Khary Penebaker
AR003754,,,Invoice,PF001581,07/31/2025,Closed,NET 5,08/05/2025,0.00,0.00,0.00,0.00,0.00,07/31/2025,11100,"Milwaukee, WI",BA007926,Ozaukee Ice Center,Ray Hollnagel,,,PR00051139,07/18/2025,Substantially Complete,,,5505 Pioneer Rd,,Mequon,WI,53097,TRUE,,CHECK,,FALSE,5505 Pioneer Rd #144n,,Mequon,WI,53097,Megan Block
AR003753,,,Invoice,PF001580,07/31/2025,Open,NET 5,08/05/2025,"1,400.00",0.00,"1,400.00",0.00,0.00,,11102,"Clifton, NJ",BA004468,The Trump Organization,Christopher Shields,TRUE,,PR00051735,07/14/2025,Job Complete,,07/15/2025,167 E 61st St,,New York,NY,10065,TRUE,,CHECK,,FALSE,725 5th Ave,,New York,NY,10022,Megan Block
AR003752,,,Invoice,PF001579,07/31/2025,Open,NET 5,08/05/2025,961.61,0.00,961.61,0.00,0.00,,11100,"Milwaukee, WI",BA008070,Ozinga RMC,Steven Krause,TRUE,,PR00051665,07/16/2025,Job Complete,,,960 E Bay St,,Milwaukee,WI,53207,TRUE,,CHECK,,FALSE,18825 Old Lagrange Rd,,Mokena,IL,60448,Megan Block
AR003751,,,Invoice,PF001578,07/31/2025,Open,NET 5,08/05/2025,993.72,0.00,993.72,0.00,0.00,,11100,"Milwaukee, WI",BA021659,Rentapen LLC,,TRUE,,PR00051710,07/21/2025,Job Complete,,,8236 W Parkland Ct,,Butler,WI,53223,TRUE,,CHECK,,FALSE,8236 W Parkland Ct,,Butler,WI,53223,Megan Block
AR003750,,,Invoice,PF001577,07/31/2025,Closed,NET30,08/30/2025,"4,956.90",0.00,0.00,0.00,0.00,08/12/2025,11100,"Milwaukee, WI",BA004755,"Great Lakes Kraut Co., LLC",Scott Martin,TRUE,,PR00051616,07/10/2025,Job Complete,,,400 Clark St,,Bear Creek,WI,54922,TRUE,,CHECK,,FALSE,400 Clark St,,Bear Creek,WI,54922,Megan Block
AR003749,,,Invoice,PF001576,07/31/2025,Open,RECEIPT,07/31/2025,"13,695.00",0.00,"13,695.00",0.00,0.00,,11100,"Milwaukee, WI",BA023063,RAFTRX Commercial Roofing,Ricardo Herrera,,,PR00051707,07/21/2025,Scheduled,,,130 Mississippi Ave,,Crystal City,MO,63019,TRUE,Dekberg@raftrx.com,CHECK,,FALSE,,,,,,Megan Block
AR003748,,,Invoice,PF001575,07/31/2025,Open,RECEIPT,07/31/2025,"6,997.50",0.00,"6,997.50",0.00,0.00,,11100,"Milwaukee, WI",BA023063,RAFTRX Commercial Roofing,Ricardo Herrera,,,PR00051708,07/21/2025,Scheduled,,,130 Mississippi Ave,,Crystal City,MO,63019,TRUE,Dekberg@raftrx.com,CHECK,,FALSE,,,,,,Megan Block
AR003747,,,Invoice,PF001574,07/31/2025,Open,RECEIPT,07/31/2025,"202,069.00",0.00,"202,069.00",0.00,0.00,,11100,"Milwaukee, WI",BA023063,RAFTRX Commercial Roofing,Ricardo Herrera,,,PR00051191,06/03/2025,Scheduled,,,1100 Mississippi Ave,,Crystal City,MO,63019,TRUE,Dekberg@raftrx.com,CHECK,,FALSE,,,,,,Megan Block
AR003746,,,Invoice,PF001573,07/31/2025,Open,RECEIPT,07/31/2025,"40,000.00",0.00,"40,000.00",0.00,0.00,,11100,"Milwaukee, WI",BA023063,RAFTRX Commercial Roofing,Ricardo Herrera,,,PR00051025,05/20/2025,Job Complete,,,,,,,,TRUE,Dekberg@raftrx.com,CHECK,,FALSE,,,,,,Megan Block
AR003745,,,Invoice,PF001572,07/29/2025,Closed,NET 5,08/03/2025,"44,982.80",0.00,0.00,0.00,0.00,08/18/2025,11100,"Milwaukee, WI",BA008629,EMCO Chemical Distributors,Steven Krause,,,PR00050795,05/14/2025,Substantially Complete,,07/22/2025,3601 Skokie Hwy,,North Chicago,IL,60064,FALSE,,CHECK,,FALSE,2100 Commonwealth Ave.,,North Chicago,IL,60064,Megan Block
AR003744,,,Invoice,PF001571,07/29/2025,Closed,NET 5,08/03/2025,"61,334.40",0.00,0.00,0.00,0.00,08/18/2025,11100,"Milwaukee, WI",BA008629,EMCO Chemical Distributors,Steven Krause,,,PR00050795,05/14/2025,Substantially Complete,,07/22/2025,3601 Skokie Hwy,,North Chicago,IL,60064,FALSE,,CHECK,,FALSE,2100 Commonwealth Ave.,,North Chicago,IL,60064,Megan Block
AR003743,,,Invoice,PF001570,07/31/2025,Open,NET 5,08/05/2025,"11,874.00",0.00,"11,874.00",0.00,0.00,,11100,"Milwaukee, WI",BA023043,Legacy Bayshore Plaza LLC,Floyd McKinley,,,PR00050791,05/01/2025,Job Complete,,,5318 N Port Washington Road,,Glendale,WI,53217,TRUE,mike@legacyinvestmentgroup.com,CHECK,,FALSE,4123 26th St NW,,Rochester,MN,55901,Megan Block
AR003742,,,Invoice,PF001569,07/31/2025,Open,NET 5,08/05/2025,"47,043.00",0.00,"47,043.00",0.00,0.00,,11100,"Milwaukee, WI",BA007926,Ozaukee Ice Center,Ray Hollnagel,,,PR00051139,07/18/2025,Substantially Complete,,,5505 Pioneer Rd,,Mequon,WI,53097,TRUE,,CHECK,,FALSE,5505 Pioneer Rd #144n,,Mequon,WI,53097,Megan Block
AR003741,,,Invoice,PF001568,07/31/2025,Open,NET90,10/29/2025,"122,994.34",0.00,"122,994.34",0.00,0.00,,11100,"Milwaukee, WI",BA003858,Parker Hydraulic Accumulator and C,Adam Hickmann,,,PR00046124,03/07/2025,Job Complete,,,10711 N 2nd St,,Machesney Park,IL,61115,TRUE,,CHECK,,FALSE,10711 N 2nd St,,Machesney Park,IL,61115,Megan Block
AR003740,,,Invoice,PF001567,07/31/2025,Open,NET 5,08/05/2025,"47,802.00",0.00,"47,802.00",0.00,0.00,,11100,"Milwaukee, WI",BA002280,Prairie Management and Development,Adam Hickmann,,,PR00046063,03/23/2025,Job Complete,,07/28/2025,2325 N 50th Street,,Milwaukee,WI,53210,TRUE,Pcondich@pmdchicago.com,CHECK,,FALSE,333 N Michigan Ave #1700,,Chicago,IL,60601,Megan Block
AR003729,,,Invoice,PF001556,07/30/2025,Closed,NET30,08/29/2025,3.00,0.00,0.00,0.00,0.00,07/30/2025,11100,"Milwaukee, WI",BA022424,"Altmann Construction Company, Inc.",William Cwiklinski,,,PR00046107,02/20/2025,Substantially Complete,,,1111 N Road,,Mauston,WISCONSIN,53948,TRUE,accounting@altmannconstruction.com,CHECK,,FALSE,5921 Plover Rd,,Wisconsin Rapids,WISCONSIN,54110,Katelyn DiMaria
AR003719,,,Invoice,,07/28/2025,Open,NET30,08/27/2025,"6,952.00",0.00,"6,952.00",0.00,0.00,,11100,"Milwaukee, WI",BA022565,Bukacek Construction,Khary Penebaker,,,PR00046091,01/09/2025,Job Complete,,03/31/2025,2330 Chicory Road,,Racine,WI,53403,TRUE,ap@bukacek.com,CHECK,,TRUE,2429 Summit Avenue,,Racine,WI,53404-2198,Megan Block
AR003718,,,Invoice,PF001545,07/28/2025,Closed,NET 5,08/02/2025,"28,422.00",0.00,0.00,0.00,0.00,08/18/2025,11100,"Milwaukee, WI",BA009273,Rote Oil,Paul Brissman,,,PR00050617,04/07/2025,Job Complete,,,12345 W Layton Ave,,Greenfield,WI,53228,TRUE,,CHECK,,FALSE,PO Box 183,,Lake Geneva,WI,53147,Megan Block
AR003717,,,Invoice,,07/28/2025,Closed,RECEIPT,07/28/2025,43.05,0.00,0.00,0.00,0.00,07/28/2025,11100,"Milwaukee, WI",BA002836,16852 Camosy Construction,Khary Penebaker,,,X,,,,,12795 120th Ave,,Kenosha,WI,53142,TRUE,,CHECK,,FALSE,12795 120th Ave,,Kenosha,WI,53142,Benjamin Beyersdorf
AR003716,,,Invoice,PF001544,07/28/2025,Closed,NET30,08/27/2025,544.92,0.00,0.00,0.00,0.00,07/28/2025,11100,"Milwaukee, WI",BA002836,16852 Camosy Construction,Khary Penebaker,,,PR00051758,07/28/2025,Job Complete,,,12795 120th Ave,,Kenosha,WI,53142,TRUE,,CHECK,,FALSE,12795 120th Ave,,Kenosha,WI,53142,Benjamin Beyersdorf
AR003701,,,Invoice,PF001531,07/25/2025,Open,NET 5,07/30/2025,"26,044.00",0.00,"12,022.00",0.00,0.00,,11100,"Milwaukee, WI",BA020857,RISE Youth Family Services,Floyd McKinley,,,PR00046121,03/05/2025,Complete/Job Ready to Cost,,,7100 W Center St,,Milwaukee,WISCONSIN,53210,TRUE,saranewman@riseyafs.com,CHECK,,FALSE,,,,,53210,Megan Block
AR003700,,,Invoice,PF001530,07/25/2025,Open,NET 5,07/30/2025,"9,400.00",0.00,"9,400.00",0.00,0.00,,11102,"Clifton, NJ",BA004468,The Trump Organization,Christopher Shields,TRUE,,PR00051138,05/28/2025,Job Complete,,06/02/2025,1 Central Park West,,New York,NY,10023,TRUE,,CHECK,,FALSE,725 5th Ave,,New York,NY,10022,Megan Block
AR003699,,,Invoice,PF001437,07/25/2025,Open,NET 5,07/30/2025,750.00,0.00,750.00,0.00,0.00,,11102,"Clifton, NJ",BA012543,FRIENDWELL MANAGEMENT GROUP LLC,Todd Parsons,TRUE,,PR00051320,06/01/2025,Job Complete,,06/01/2025,4110 Quakerbridge Rd.,,Lawrence Township,NJ,8648,TRUE,retailinvoices@friendwell.com,CHECK,,FALSE,2035 Lincoln Hwy #2150,,Edison,NJ,8817,Megan Block
AR003698,,,Invoice,PF001529,07/25/2025,Open,NET 5,07/30/2025,900.00,0.00,900.00,0.00,0.00,,11101,"Saginaw, TX",BA021633,United McGill,,TRUE,,PR00051361,06/17/2025,Job Complete,,06/17/2025,1777 Refugee Rd,,Columbus,OH,43207,TRUE,,CHECK,,FALSE,1777 Refugee Rd,,Columbus,OH,43207,Megan Block
AR003697,,,Invoice,PF001436,07/25/2025,Open,NET 5,07/30/2025,"1,000.00",0.00,"1,000.00",0.00,0.00,,11102,"Clifton, NJ",BA012543,FRIENDWELL MANAGEMENT GROUP LLC,Todd Parsons,TRUE,,PR00051363,06/13/2025,Job Complete,,06/13/2025,4110 Quakerbridge Rd.,,Lawrence Township,NJ,8648,TRUE,retailinvoices@friendwell.com,CHECK,,FALSE,2035 Lincoln Hwy #2150,,Edison,NJ,8817,Megan Block
AR003696,,,Invoice,PF001527,07/25/2025,Open,NET 5,07/30/2025,900.00,0.00,900.00,0.00,0.00,,11102,"Clifton, NJ",BA022218,900 Industries,Todd Parsons,TRUE,,PR00051364,06/18/2025,Job Complete,,06/18/2025,16 Deborah Dr,,Sutton,MA,1590,TRUE,meg.gelinas@gmail.com,CHECK,,FALSE,16 Deborah Dr,,Sutton,MA,1590,Megan Block
AR003695,,,Credit Memo,,07/25/2025,Closed,,,0.00,0.00,0.00,0.00,0.00,07/25/2025,11102,"Clifton, NJ",BA022218,900 Industries,Todd Parsons,TRUE,,PR00051364,06/18/2025,Job Complete,,06/18/2025,16 Deborah Dr,,Sutton,MA,1590,TRUE,meg.gelinas@gmail.com,CHECK,,FALSE,16 Deborah Dr,,Sutton,MA,1590,Megan Block
AR003694,,,Invoice,PF001527,07/25/2025,Closed,NET 5,07/30/2025,0.00,0.00,0.00,0.00,0.00,07/25/2025,11102,"Clifton, NJ",BA022218,900 Industries,Todd Parsons,TRUE,,PR00051364,06/18/2025,Job Complete,,06/18/2025,16 Deborah Dr,,Sutton,MA,1590,TRUE,meg.gelinas@gmail.com,CHECK,,FALSE,16 Deborah Dr,,Sutton,MA,1590,Megan Block
AR003693,,,Invoice,PF001526,07/25/2025,Open,NET 5,07/30/2025,"1,200.00",0.00,"1,200.00",0.00,0.00,,11102,"Clifton, NJ",BA012543,FRIENDWELL MANAGEMENT GROUP LLC,Todd Parsons,TRUE,,PR00051492,06/25/2025,Job Complete,,07/19/2025,1 US-46,,Totowa,NJ,7512,TRUE,retailinvoices@friendwell.com,CHECK,,FALSE,2035 Lincoln Hwy #2150,,Edison,NJ,8817,Megan Block
AR003692,,,Invoice,PF001525,07/25/2025,Open,NET 5,07/30/2025,900.00,0.00,900.00,0.00,0.00,,11102,"Clifton, NJ",BA012543,FRIENDWELL MANAGEMENT GROUP LLC,Todd Parsons,TRUE,,PR00051731,07/18/2025,Job Complete,,07/18/2025,34 US-22,,Greenbrook,NJ,8812,TRUE,retailinvoices@friendwell.com,CHECK,,FALSE,2035 Lincoln Hwy #2150,,Edison,NJ,8817,Megan Block
AR003691,,,Invoice,PF001524,07/25/2025,Open,NET 5,07/30/2025,"1,050.00",0.00,"1,050.00",0.00,0.00,,11102,"Clifton, NJ",BA021519,Wybrook Construction,Christopher Shields,TRUE,,PR00051659,07/03/2025,Complete/Job Ready to Cost,,07/03/2025,133-11 20th Ave,,College Point,NY,11356,TRUE,,CHECK,,FALSE,204 W Passaic St,,Rochelle Park,NJ,7662,Megan Block
AR003690,,,Invoice,PF001523,07/25/2025,Open,NET30,08/24/2025,400.00,0.00,400.00,0.00,0.00,,11102,"Clifton, NJ",BA007251,165886 Pegnato East Coast,Christopher Shields,TRUE,,PR00051732,07/18/2025,Complete/Job Ready to Cost,,07/18/2025,125 Franklin Turnpike,,Mahwah,NJ,7430,TRUE,,CHECK,,FALSE,141 Columbia Turnpike,,East Greenbush,NY,12144,Megan Block
AR003689,,,Invoice,PF001396,07/25/2025,Open,NET 5,07/30/2025,"2,793.00",0.00,"2,793.00",0.00,0.00,,11100,"Milwaukee, WI",BA003211,Golf Gifts & Gallery,Adam Hickmann,TRUE,,PR00051340,06/13/2025,Complete/Job Ready to Cost,,,8531 198th Ave,,Bristol,WI,53104,TRUE,,CHECK,,FALSE,8531 198th Ave,,Bristol,WI,53104,Megan Block
AR003688,,,Invoice,PF001522,07/25/2025,Open,NET30,08/24/2025,"2,282.30",0.00,"2,282.30",0.00,0.00,,11100,"Milwaukee, WI",BA002301,161863 Bear Property Management,Brian Gallagher,TRUE,,PR00051703,07/18/2025,Complete/Job Ready to Cost,,,"5200 Washington Ave, Racine, WI 53406",,Racine,WI,53406,TRUE,ap@bearproperty.com,CHECK,,FALSE,4015 80th St,,Kenosha,WI,53142,Khary Penebaker
AR003687,,,Invoice,PF001521,07/25/2025,Closed,NET 5,07/30/2025,750.00,0.00,0.00,0.00,0.00,08/12/2025,11100,"Milwaukee, WI",BA008167,Mayfair Animal Hospital,Ray Hollnagel,TRUE,,PR00051609,07/09/2025,Job Complete,,,11637 W North Ave,,Wauwatosa,WI,53226,TRUE,,CHECK,,FALSE,11637 W North Ave,,Wauwatosa,WI,53226,Megan Block
AR003684,,,Invoice,PF001518,07/25/2025,Open,NET 5,07/30/2025,"2,525.00",0.00,"2,525.00",0.00,0.00,,11100,"Milwaukee, WI",BA021509,KMC Stamping,Steven Krause,TRUE,,PR00051607,07/08/2025,Substantially Complete,,,620 S. 1st St.,,Milwaukee,WI,53204,TRUE,,FEDWIRE,,FALSE,1151 Mineral Springs Dr,,Port Washington,WI,53074,Megan Block
AR003683,,,Invoice,PF001517,07/25/2025,Open,NET 5,07/30/2025,803.81,0.00,803.81,0.00,0.00,,11100,"Milwaukee, WI",BA009842,Nucor Cold Finish,Amilcar Herrera,TRUE,,PR00051700,07/18/2025,Job Complete,,,7200 S 6th St,,Oak Creek,WI,53154,TRUE,,CHECK,,FALSE,7200 S 6th St,,Oak Creek,WI,53154,Megan Block
AR003682,,,Invoice,PF001516,07/25/2025,Closed,NET 5,07/30/2025,"1,633.00",0.00,0.00,0.00,0.00,08/12/2025,11100,"Milwaukee, WI",BA008848,Breuer Metal Craftsmen Inc.,Adam Hickmann,TRUE,FALSE,PR00051569,07/01/2025,Job Complete,,,500 Beichl Ave,,Beaver Dam,WI,53916,TRUE,,CHECK,,FALSE,500 Beichl Ave,,Beaver Dam,WI,53916,Megan Block
